node,thULA,thURA,thULB,thURB,dthULA,dthURA,dthULB,dthURB,tLeftA,tRightA,tLeftB,tRightB
1,0.7601510993630631,2.476290630414051,1.1425001420436411,2.3516720209434094,5.938227000885328,6.4489173946550125,1.7523159701340094,0.20741813326246814,-2.2972615188041697e-06,-2.82681737508093e-06,-1.321428747485871e-06,-8.63468579663611e-08
2,0.8154113490193696,2.5200261782054847,1.1456580186621264,2.349328885873494,6.907561675594295,5.466967588170413,0.3947363184526238,-0.29289317566156453,2.9458686546389936,-3.4831087667291367,4.017397269801459,2.0419498635307467
3,0.8736509931971294,2.5592017085244407,1.1135256308761912,2.3216503090751814,7.279971809103188,4.896952245418712,-4.016557459156125,-3.45982984018236,-0.0021913889511058706,0.07069122512296776,3.7738166401187763,-22.700965174852236
4,0.9025663850554676,2.5787772088601444,1.100140035551524,2.3049356856024237,7.228820049921791,4.89385618591156,-3.346385908831759,-4.178639732040185,-0.7696428065874201,0.5904472636074398,4.4633216295918965,-5.086742054816555
5,0.931361555184833,2.59822233887754,1.084813884270416,2.2904437949181746,7.198769792438615,4.861267148288691,-3.8315257170253827,-3.6229612266365234,-1.0700115698167283,0.7876234510978087,4.313683934873586,-3.4143997946097286
6,0.9599050498844544,2.617610657477363,1.069315073396869,2.2762335017476847,7.13585110780919,4.847064321137344,-3.874690464696078,-3.552562057661439,-1.1488779611182132,0.7024367444238536,4.417352174843622,-3.3198729604731696
7,0.9881594391291144,2.6369052000176953,1.053636033363858,2.262300202207724,7.0635749497669496,4.823620364784911,-3.919747599375237,-3.483313857745627,-1.2260401635555662,0.6150064833683901,4.5212487040789595,-3.2248337715950033
8,1.0160871132445435,2.6560696227328005,1.0377708080277817,2.2486377253749925,6.981896399715565,4.791090493400597,-3.9662937628390327,-3.4156083824018557,-1.3025387068219132,0.526449465052046,4.624189709042695,-3.1281495816765976
9,1.0436502717692304,2.675068234370207,1.0217137969246237,2.235239696573035,6.89076776113458,4.749637834869371,-4.014240035325453,-3.3494965697996015,-1.3785689561242973,0.4369760457427832,4.726244124374235,-3.0296939791138966
10,1.0708108924147797,2.6938660518440893,1.005459986187605,2.222099299788514,6.790133577647191,4.699439430402393,-4.063439767833089,-3.2850887538463978,-1.454231366070959,0.34667407941876255,4.827482980391348,-2.9293466311805845
11,1.0975307352549735,2.71242880855616,0.9890049302377732,2.2092093072306747,6.679939440173312,4.64067440145167,-4.113750888691299,-3.222487878601099,-1.5295880975177136,0.2555859811271364,4.927974024560494,-2.826987390238767
12,1.1237713594887095,2.730722944590939,0.9723447314327425,2.19656211077044,6.560135130386066,4.573519418319402,-4.165036414018955,-3.1617890283652073,-1.604682637839558,0.16373530696885968,5.027779242412303,-2.722494417598866
13,1.1494941481096639,2.748715584599975,0.9554760173482606,2.184149755717104,6.430676597387237,4.498145622402182,-4.217165039513862,-3.103078843284012,-1.6795483095056687,0.07113834553168501,5.126953712526097,-2.6157437616004438
